Date,account_entry,Particulars,Vch  Type,Vch  No.,Debit,Credit
2017-08-03,Dr,Salary  Payable,Payment,289.0,0.0,20794.0
2017-08-03,Dr,Salary  Payable,Payment,290.0,0.0,20794.0
2017-08-03,Dr,Salary  Payable,Payment,291.0,0.0,18282.0
2017-08-03,Dr,Salary  Payable,Payment,292.0,0.0,37200.0
2017-08-03,Dr,Salary  Payable,Payment,293.0,0.0,22200.0
2017-08-03,Dr,Salary  Payable,Payment,294.0,0.0,29533.0
2017-08-03,Dr,Salary  Payable,Payment,295.0,0.0,17824.0
2017-08-03,Dr,Salary  Payable,Payment,296.0,0.0,13812.0
2017-08-03,Dr,Salary  Payable,Payment,297.0,0.0,13812.0
2017-08-03,Dr,Salary  Payable,Payment,298.0,0.0,13812.0
2017-08-03,Dr,Salary  Payable,Payment,299.0,0.0,5971.0
2017-08-03,Dr,Salary  Payable,Payment,300.0,0.0,13812.0
2017-08-03,Dr,Salary  Payable,Payment,301.0,0.0,13812.0
2017-08-03,Dr,Salary  Payable,Payment,302.0,0.0,13812.0
2017-08-03,Dr,Salary  Payable,Payment,303.0,0.0,19094.0
2017-08-03,Dr,Salary  Payable,Payment,304.0,0.0,12359.0
2017-08-03,Dr,Salary  Payable,Payment,305.0,0.0,2276.0
2017-08-03,Dr,Salary  Payable,Payment,306.0,0.0,22200.0
2017-08-03,Dr,Salary  Payable,Payment,307.0,0.0,3672.0
2017-08-03,Dr,Salary  Payable,Payment,308.0,0.0,3672.0
2017-08-03,Dr,Salary  Payable,Payment,309.0,0.0,22200.0
2017-08-03,Dr,Salary  Payable,Payment,310.0,0.0,16656.0
2017-08-03,Dr,Salary  Payable,Payment,311.0,0.0,26200.0
2017-08-03,Dr,Salary  Payable,Payment,312.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,313.0,0.0,20794.0
2017-08-03,Dr,Salary  Payable,Payment,314.0,0.0,3427.0
2017-08-03,Dr,Salary  Payable,Payment,315.0,0.0,4652.0
2017-08-03,Dr,Salary  Payable,Payment,316.0,0.0,20794.0
2017-08-03,Dr,Salary  Payable,Payment,317.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,318.0,0.0,22200.0
2017-08-03,Dr,Salary  Payable,Payment,319.0,0.0,31200.0
2017-08-03,Dr,Salary  Payable,Payment,320.0,0.0,9740.0
2017-08-03,Dr,Salary  Payable,Payment,321.0,0.0,3672.0
2017-08-03,Dr,Salary  Payable,Payment,322.0,0.0,3672.0
2017-08-03,Dr,Salary  Payable,Payment,323.0,0.0,6854.0
2017-08-03,Dr,Salary  Payable,Payment,324.0,0.0,3672.0
2017-08-03,Dr,Salary  Payable,Payment,325.0,0.0,7099.0
2017-08-03,Dr,Salary  Payable,Payment,326.0,0.0,61909.0
2017-08-03,Dr,Salary  Payable,Payment,327.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,328.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,329.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,330.0,0.0,11273.0
2017-08-03,Dr,Salary  Payable,Payment,331.0,0.0,3427.0
2017-08-03,Dr,Salary  Payable,Payment,332.0,0.0,33223.0
2017-08-03,Dr,Salary  Payable,Payment,333.0,0.0,7099.0
2017-08-03,Dr,Salary  Payable,Payment,334.0,0.0,13642.0
2017-08-03,Dr,Salary  Payable,Payment,335.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,336.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,337.0,0.0,13812.0
2017-08-03,Dr,Salary  Payable,Payment,338.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,339.0,0.0,13927.0
2017-08-03,Dr,Salary  Payable,Payment,340.0,0.0,11973.0
2017-08-03,Dr,Salary  Payable,Payment,341.0,0.0,7590.0
2017-08-03,Dr,Salary  Payable,Payment,342.0,0.0,16656.0
2017-08-03,Dr,Salary  Payable,Payment,343.0,0.0,27033.0
2017-08-03,Dr,Salary  Payable,Payment,344.0,0.0,8352.0
2017-08-03,Dr,Salary  Payable,Payment,345.0,0.0,10678.0
2017-08-03,Dr,Salary  Payable,Payment,346.0,0.0,21200.0
2017-08-03,Dr,Salary  Payable,Payment,347.0,0.0,13642.0
2017-08-03,Dr,Salary  Payable,Payment,348.0,0.0,13812.0
2017-08-04,Cr,Collabera  Technologies  Private  Limited,Receipt,59.0,197113.0,0.0
2017-08-04,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,60.0,49986.0,0.0
2017-08-07,Dr,General  Drawings,Payment,349.0,0.0,80000.0
2017-08-07,Dr,Salary  Payable,Payment,350.0,0.0,76294.0
2017-08-07,Dr,Salary  Payable,Payment,351.0,0.0,31200.0
2017-08-07,Dr,Salary  Payable,Payment,352.0,0.0,22200.0
2017-08-07,Dr,Salary  Payable,Payment,353.0,0.0,124592.0
2017-08-07,Dr,Salary  Payable,Payment,354.0,0.0,31200.0
2017-08-10,Cr,M/s.  Think  N  Solutions  Pvt  Ltd.,Receipt,61.0,48600.0,0.0
2017-08-10,Dr,Salary  Payable,Payment,355.0,0.0,7280.0
2017-08-14,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,62.0,1721130.0,0.0
2017-08-14,Dr,Travelling  Expenses,Payment,356.0,0.0,65595.7
2017-08-14,Dr,Employee  Contribution  to  Provident  Fund,Payment,357.0,0.0,242232.0
2017-08-14,Dr,Samruddhi  Facility  Management  &  Services,Payment,358.0,0.0,10395.0
2017-08-14,Dr,Apartment  EMI,Payment,359.0,0.0,40000.0
2017-08-16,Dr,Electricity  /  Water  &  Utility  Charges,Payment,360.0,0.0,7992.0
2017-08-17,Dr,Credit  Card  Payout,Payment,361.0,0.0,30000.0
2017-08-17,Dr,Utkrusht  Software  Technologies  Pvt  Ltd,Payment,362.0,0.0,23265.0
2017-08-17,Dr,Samruddhi  Facility  Management  &  Services,Payment,363.0,0.0,5423.0
2017-08-17,Dr,S.K.  Force,Payment,364.0,0.0,11880.0
2017-08-17,Dr,S  S  Interiors,Payment,365.0,0.0,50000.0
2017-08-17,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,366.0,0.0,59243.0
2017-08-17,Dr,Employee  Contribution  to  ESI,Payment,367.0,0.0,45283.0
2017-08-18,Cr,BOSE  Software  Services  Private  Limited,Receipt,63.0,155806.0,0.0
2017-08-18,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,64.0,1386513.0,0.0
2017-08-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,368.0,0.0,965.0
2017-08-21,Dr,TDS  on  Salary  (192),Payment,369.0,0.0,65786.68
2017-08-21,Dr,March31st  Consulting  LLP,Payment,370.0,0.0,31500.0
2017-08-21,Dr,Office  Expenses,Payment,371.0,0.0,20000.0
2017-08-22,Cr,INTSOL  CONSULTANTS  PRIVATE  LIMITED,Receipt,65.0,43200.0,0.0
2017-08-23,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,66.0,85320.0,0.0
2017-08-24,Dr,Telephone  and  Internet  Expenses,Payment,372.0,0.0,1301.0
2017-08-28,Dr,Credit  Card  Payout,Payment,373.0,0.0,45000.0
2017-08-29,Cr,COOKIE  ANALYTIX  PRIVATE  LIMITED,Receipt,67.0,459333.9,0.0
2017-08-29,Dr,Service  Tax  @14%  Payable,Payment,374.0,0.0,213657.0
2017-08-30,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,68.0,281241.0,0.0
2017-08-30,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,375.0,0.0,59243.0
2017-08-31,Dr,Interest  on  Overdraft,Payment,376.0,0.0,4467.0
2017-09-01,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,69.0,56438.0,0.0
2017-09-01,Cr,M/s.  Think  N  Solutions  Pvt  Ltd.,Receipt,70.0,26652.0,0.0
2017-09-01,Dr,Unsecured  Kotak  Loan,Payment,377.0,0.0,75613.0
2017-09-01,Dr,Credit  Card  Payout,Payment,378.0,0.0,45000.0
2017-09-02,Dr,Salary  Payable,Payment,533.0,0.0,20794.0
2017-09-02,Dr,Salary  Payable,Payment,534.0,0.0,124583.0
2017-09-02,Dr,Salary  Payable,Payment,535.0,0.0,13812.0
2017-09-02,Dr,Salary  Payable,Payment,536.0,0.0,13812.0
2017-09-02,Dr,Salary  Payable,Payment,537.0,0.0,19468.0
2017-09-02,Dr,Salary  Payable,Payment,538.0,0.0,39117.0
2017-09-02,Dr,Salary  Payable,Payment,539.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,540.0,0.0,20794.0
2017-09-02,Dr,Salary  Payable,Payment,541.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,542.0,0.0,13860.0
2017-09-02,Dr,Salary  Payable,Payment,543.0,0.0,31200.0
2017-09-02,Dr,Salary  Payable,Payment,544.0,0.0,22200.0
2017-09-02,Dr,Salary  Payable,Payment,545.0,0.0,16656.0
2017-09-02,Dr,Salary  Payable,Payment,546.0,0.0,33736.0
2017-09-02,Dr,Salary  Payable,Payment,547.0,0.0,28200.0
2017-09-02,Dr,Salary  Payable,Payment,548.0,0.0,26200.0
2017-09-02,Dr,Salary  Payable,Payment,549.0,0.0,76289.0
2017-09-02,Dr,Salary  Payable,Payment,550.0,0.0,31200.0
2017-09-02,Dr,Salary  Payable,Payment,551.0,0.0,8713.0
2017-09-02,Dr,Salary  Payable,Payment,552.0,0.0,13532.0
2017-09-02,Dr,Salary  Payable,Payment,553.0,0.0,13812.0
2017-09-02,Dr,Salary  Payable,Payment,554.0,0.0,16656.0
2017-09-02,Dr,Salary  Payable,Payment,555.0,0.0,20794.0
2017-09-02,Dr,Salary  Payable,Payment,556.0,0.0,8713.0
2017-09-02,Dr,Salary  Payable,Payment,557.0,0.0,19468.0
2017-09-02,Dr,Salary  Payable,Payment,558.0,0.0,36117.0
2017-09-02,Dr,Salary  Payable,Payment,559.0,0.0,22200.0
2017-09-02,Dr,Salary  Payable,Payment,560.0,0.0,21200.0
2017-09-02,Dr,Salary  Payable,Payment,561.0,0.0,34200.0
2017-09-02,Dr,Salary  Payable,Payment,562.0,0.0,31096.0
2017-09-02,Dr,Salary  Payable,Payment,563.0,0.0,104205.0
2017-09-02,Dr,Salary  Payable,Payment,564.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,565.0,0.0,7589.0
2017-09-02,Dr,Salary  Payable,Payment,566.0,0.0,15963.0
2017-09-02,Dr,Salary  Payable,Payment,567.0,0.0,26200.0
2017-09-02,Dr,Salary  Payable,Payment,568.0,0.0,19468.0
2017-09-02,Dr,Salary  Payable,Payment,569.0,0.0,8713.0
2017-09-02,Dr,Salary  Payable,Payment,570.0,0.0,20794.0
2017-09-02,Dr,Salary  Payable,Payment,571.0,0.0,25379.0
2017-09-02,Dr,Salary  Payable,Payment,572.0,0.0,13812.0
2017-09-02,Dr,Salary  Payable,Payment,573.0,0.0,29472.0
2017-09-02,Dr,Salary  Payable,Payment,574.0,0.0,25379.0
2017-09-02,Dr,Salary  Payable,Payment,575.0,0.0,25952.0
2017-09-02,Dr,Salary  Payable,Payment,576.0,0.0,21419.0
2017-09-02,Dr,Salary  Payable,Payment,577.0,0.0,25379.0
2017-09-02,Dr,Salary  Payable,Payment,578.0,0.0,18282.0
2017-09-02,Dr,Salary  Payable,Payment,579.0,0.0,37200.0
2017-09-02,Dr,Salary  Payable,Payment,580.0,0.0,25846.0
2017-09-02,Dr,Salary  Payable,Payment,581.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,582.0,0.0,22200.0
2017-09-02,Dr,Salary  Payable,Payment,583.0,0.0,16656.0
2017-09-02,Dr,Salary  Payable,Payment,584.0,0.0,13860.0
2017-09-02,Dr,Salary  Payable,Payment,585.0,0.0,13860.0
2017-09-02,Dr,Salary  Payable,Payment,586.0,0.0,6854.0
2017-09-02,Dr,Salary  Payable,Payment,587.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,588.0,0.0,6171.0
2017-09-02,Dr,Salary  Payable,Payment,589.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,590.0,0.0,10929.0
2017-09-02,Dr,Salary  Payable,Payment,591.0,0.0,59759.0
2017-09-02,Dr,Salary  Payable,Payment,592.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,593.0,0.0,10678.0
2017-09-02,Dr,Salary  Payable,Payment,594.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,595.0,0.0,13812.0
2017-09-02,Dr,Salary  Payable,Payment,596.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,597.0,0.0,13860.0
2017-09-02,Dr,Salary  Payable,Payment,598.0,0.0,27033.0
2017-09-02,Dr,Salary  Payable,Payment,599.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,600.0,0.0,16656.0
2017-09-02,Dr,Salary  Payable,Payment,601.0,0.0,13860.0
2017-09-02,Dr,Salary  Payable,Payment,602.0,0.0,13860.0
2017-09-02,Dr,Salary  Payable,Payment,603.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,604.0,0.0,13860.0
2017-09-02,Dr,Salary  Payable,Payment,605.0,0.0,33222.0
2017-09-02,Dr,Salary  Payable,Payment,606.0,0.0,21200.0
2017-09-02,Dr,Salary  Payable,Payment,607.0,0.0,7590.0
2017-09-02,Dr,Salary  Payable,Payment,608.0,0.0,13812.0
2017-09-02,Dr,Salary  Payable,Payment,609.0,0.0,13812.0
2017-09-04,Dr,Salary  Payable,Payment,610.0,0.0,22200.0
2017-09-04,Dr,Salary  Payable,Payment,611.0,0.0,26200.0
2017-09-05,Dr,Office  Expenses,Payment,612.0,0.0,27000.0
2017-09-06,Dr,S  S  Interiors,Payment,613.0,0.0,42000.0
2017-09-06,Dr,TDS  on  Salary  (192),Payment,614.0,0.0,73698.0
2017-09-07,Cr,Xerox  Business  Services  India  Private  Limited,Receipt,71.0,224932.0,0.0
2017-09-07,Cr,Anantha  Cybertech  Pvt  Ltd.,Receipt,72.0,81289.0,0.0
2017-09-08,Cr,Data  Semantics  Private  Limited,Receipt,73.0,200000.0,0.0
2017-09-11,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,74.0,100000.0,0.0
2017-09-13,Cr,Collabera  Technologies  Private  Limited,Receipt,75.0,38995.0,0.0
2017-09-13,Dr,Employee  Contribution  to  ESI,Payment,615.0,0.0,50236.0
2017-09-13,Dr,Employee  Contribution  to  Provident  Fund,Payment,616.0,0.0,250612.0
2017-09-14,Cr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Receipt,76.0,59243.0,0.0
2017-09-14,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,77.0,448723.12,0.0
2017-09-14,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,78.0,40413.0,0.0
2017-09-14,Dr,Salary  Payable,Payment,617.0,0.0,2693.0
2017-09-14,Dr,Salary  Payable,Payment,618.0,0.0,50254.0
2017-09-14,Dr,Salary  Payable,Payment,619.0,0.0,7590.0
2017-09-14,Dr,Salary  Advance,Payment,620.0,0.0,20000.0
2017-09-14,Dr,Salary  Payable,Payment,621.0,0.0,5875.0
2017-09-14,Dr,Office  Expenses,Payment,622.0,0.0,23000.0
2017-09-14,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,623.0,0.0,59243.0
2017-09-15,Cr,Collabera  Technologies  Private  Limited,Receipt,79.0,252712.0,0.0
2017-09-15,Dr,Telephone  and  Internet  Expenses,Payment,624.0,0.0,7360.0
2017-09-15,Dr,General  Drawings,Payment,625.0,0.0,30000.0
2017-09-16,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,80.0,764697.0,0.0
2017-09-18,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,81.0,46652.46,0.0
2017-09-19,Cr,IonIdea  Interactive  Private  Limited,Receipt,82.0,49331.0,0.0
2017-09-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,626.0,0.0,911.0
2017-09-20,Dr,Dawn  Associates,Payment,627.0,0.0,13275.0
2017-09-20,Dr,Adamma  Technologies  Ltd,Payment,628.0,0.0,34360.0
2017-09-20,Dr,Samruddhi  Facility  Management  &  Services,Payment,629.0,0.0,33132.0
2017-09-20,Dr,Credit  Card  Payout,Payment,630.0,0.0,45000.0
2017-09-20,Dr,Electronic  Cash  Ledger,Payment,631.0,0.0,500000.0
2017-09-21,Dr,Telephone  and  Internet  Expenses,Payment,632.0,0.0,1115.0
2017-09-22,Dr,General  Drawings,Payment,633.0,0.0,50000.0
2017-09-26,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,83.0,47560.0,0.0
2017-09-26,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,84.0,358140.0,0.0
2017-09-26,Dr,Salary  Payable,Payment,634.0,0.0,11024.0
2017-09-26,Dr,Salary  Payable,Payment,635.0,0.0,5088.0
2017-09-28,Cr,RPS  Consulting  Private  Limited,Receipt,85.0,64800.0,0.0
2017-09-29,Cr,Agathsya  Technologies,Receipt,86.0,102425.0,0.0
2017-09-30,Dr,Bank  Charges,Payment,636.0,0.0,2280.76
2017-10-01,Dr,Subscription  Charges,Payment,637.0,0.0,250.0
2017-10-01,Dr,General  Drawings,Payment,638.0,0.0,35000.0
2017-10-01,Dr,Office  Expenses,Payment,639.0,0.0,25000.0
2017-10-01,Dr,Telephone  and  Internet  Expenses,Payment,640.0,0.0,2500.0
2017-10-01,Dr,Electronic  Cash  Ledger,Payment,641.0,0.0,57390.0
2017-10-01,Dr,Salary  Payable,Payment,642.0,0.0,4052.0
2017-10-01,Dr,Salary  Payable,Payment,643.0,0.0,5258.0
2017-10-01,Dr,Salary  Payable,Payment,644.0,0.0,5624.0
2017-10-01,Dr,Salary  Payable,Payment,645.0,0.0,20922.0
2017-10-01,Dr,Salary  Payable,Payment,646.0,0.0,7590.0
2017-10-01,Dr,Salary  Payable,Payment,647.0,0.0,19468.0
2017-10-01,Dr,Salary  Payable,Payment,648.0,0.0,20794.0
2017-10-01,Dr,Salary  Payable,Payment,649.0,0.0,16414.0
2017-10-01,Dr,Salary  Payable,Payment,650.0,0.0,6324.0
2017-10-01,Dr,Salary  Payable,Payment,651.0,0.0,26200.0
2017-10-01,Dr,Salary  Payable,Payment,652.0,0.0,13812.0
2017-10-01,Dr,Salary  Payable,Payment,653.0,0.0,21200.0
2017-10-01,Dr,Salary  Payable,Payment,654.0,0.0,16656.0
2017-10-01,Dr,Salary  Payable,Payment,655.0,0.0,22200.0
2017-10-01,Dr,Salary  Payable,Payment,656.0,0.0,13812.0
2017-10-01,Dr,Salary  Payable,Payment,657.0,0.0,28200.0
2017-10-01,Dr,Salary  Payable,Payment,658.0,0.0,114784.0
2017-10-01,Dr,Salary  Payable,Payment,659.0,0.0,102132.0
2017-10-01,Dr,Salary  Payable,Payment,660.0,0.0,22200.0
2017-10-01,Dr,Salary  Payable,Payment,661.0,0.0,76289.0
2017-10-01,Dr,Salary  Payable,Payment,662.0,0.0,1452.0
2017-10-01,Dr,Salary  Payable,Payment,663.0,0.0,21200.0
2017-10-01,Dr,Salary  Payable,Payment,664.0,0.0,31200.0
2017-10-01,Dr,Salary  Payable,Payment,665.0,0.0,31200.0
2017-10-01,Dr,Salary  Payable,Payment,666.0,0.0,34200.0
2017-10-01,Dr,Salary  Payable,Payment,667.0,0.0,31096.0
2017-10-01,Dr,Salary  Payable,Payment,668.0,0.0,8713.0
2017-10-01,Dr,Salary  Payable,Payment,669.0,0.0,8713.0
2017-10-01,Dr,Salary  Payable,Payment,670.0,0.0,37087.0
2017-10-01,Dr,Salary  Payable,Payment,671.0,0.0,13812.0
2017-10-01,Dr,Salary  Payable,Payment,672.0,0.0,18282.0
2017-10-01,Dr,Salary  Payable,Payment,673.0,0.0,8423.0
2017-10-01,Dr,Salary  Payable,Payment,674.0,0.0,16656.0
2017-10-01,Dr,Salary  Payable,Payment,675.0,0.0,13197.0
2017-10-01,Dr,Salary  Payable,Payment,676.0,0.0,27200.0
2017-10-01,Dr,Salary  Payable,Payment,677.0,0.0,26200.0
2017-10-01,Dr,Salary  Payable,Payment,678.0,0.0,20794.0
2017-10-01,Dr,Salary  Payable,Payment,679.0,0.0,16656.0
2017-10-01,Dr,Salary  Payable,Payment,680.0,0.0,19468.0
2017-10-01,Dr,Salary  Payable,Payment,681.0,0.0,34926.0
2017-10-01,Dr,Salary  Payable,Payment,682.0,0.0,11902.0
2017-10-01,Dr,Salary  Payable,Payment,683.0,0.0,33222.0
2017-10-01,Dr,Salary  Payable,Payment,684.0,0.0,17468.0
2017-10-01,Dr,Salary  Payable,Payment,685.0,0.0,21200.0
2017-10-01,Dr,Salary  Payable,Payment,686.0,0.0,13860.0
2017-10-01,Dr,Salary  Payable,Payment,687.0,0.0,20794.0
2017-10-01,Dr,Salary  Payable,Payment,688.0,0.0,85779.0
2017-10-01,Dr,Salary  Payable,Payment,689.0,0.0,13860.0
2017-10-01,Dr,Salary  Payable,Payment,690.0,0.0,13860.0
2017-10-01,Dr,Salary  Payable,Payment,691.0,0.0,7590.0
2017-10-01,Dr,Salary  Payable,Payment,692.0,0.0,13812.0
2017-10-01,Dr,Salary  Payable,Payment,693.0,0.0,27033.0
2017-10-01,Dr,Salary  Payable,Payment,694.0,0.0,7590.0
2017-10-01,Dr,Salary  Payable,Payment,695.0,0.0,13812.0
2017-10-01,Dr,Salary  Payable,Payment,696.0,0.0,21200.0
2017-10-01,Dr,Salary  Payable,Payment,697.0,0.0,13860.0
2017-10-01,Dr,Salary  Payable,Payment,698.0,0.0,1518.0
2017-10-01,Dr,Salary  Payable,Payment,699.0,0.0,7590.0
2017-10-01,Dr,Salary  Payable,Payment,700.0,0.0,41200.0
2017-10-01,Dr,Salary  Payable,Payment,701.0,0.0,50255.0
2017-10-01,Dr,Salary  Payable,Payment,702.0,0.0,13860.0
2017-10-01,Dr,Salary  Payable,Payment,703.0,0.0,8423.0
2017-10-01,Dr,Salary  Payable,Payment,704.0,0.0,20586.0
2017-10-01,Dr,Salary  Payable,Payment,705.0,0.0,7590.0
2017-10-01,Dr,Salary  Payable,Payment,706.0,0.0,8883.0
2017-10-01,Dr,Salary  Payable,Payment,707.0,0.0,22200.0
2017-10-01,Dr,Salary  Payable,Payment,708.0,0.0,8883.0
2017-10-01,Dr,Salary  Payable,Payment,709.0,0.0,7337.0
2017-10-01,Dr,Salary  Payable,Payment,710.0,0.0,13860.0
2017-10-01,Dr,Salary  Payable,Payment,711.0,0.0,32271.0
2017-10-01,Dr,Salary  Payable,Payment,712.0,0.0,7590.0
2017-10-01,Dr,Salary  Payable,Payment,713.0,0.0,5060.0
2017-10-01,Dr,Salary  Payable,Payment,714.0,0.0,7590.0
2017-10-01,Dr,Salary  Payable,Payment,715.0,0.0,10678.0
2017-10-01,Dr,Salary  Payable,Payment,716.0,0.0,14349.0
2017-10-01,Dr,Salary  Payable,Payment,717.0,0.0,7590.0
2017-10-01,Dr,Salary  Payable,Payment,718.0,0.0,26200.0
2017-10-01,Dr,Salary  Payable,Payment,719.0,0.0,20794.0
2017-10-01,Dr,Salary  Payable,Payment,720.0,0.0,13860.0
2017-10-01,Dr,Unsecured  Kotak  Loan,Payment,721.0,0.0,75613.0
2017-10-01,Dr,Staff  Welfare,Payment,722.0,0.0,8200.0
2017-10-05,Cr,D  Cube  Analytics  Private  Limited,Receipt,87.0,51750.0,0.0
2017-10-06,Cr,RPS  Consulting  Private  Limited,Receipt,88.0,72360.0,0.0
2017-10-11,Cr,KPI  Partners  India  Private.Limited.,Receipt,89.0,67860.0,0.0
2017-10-12,Dr,Dibyendu    Chakrabarthi_x000D_ 
,Payment,723.0,0.0,29700.0
2017-10-13,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,90.0,49929.58,0.0
2017-10-13,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,91.0,862878.0,0.0
2017-10-13,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,92.0,74348.0,0.0
2017-10-13,Dr,Employee  Contribution  to  Provident  Fund,Payment,724.0,0.0,226954.0
2017-10-13,Dr,Telephone  and  Internet  Expenses,Payment,725.0,0.0,7428.0
2017-10-13,Dr,Electricity  /  Water  &  Utility  Charges,Payment,726.0,0.0,5441.0
2017-10-16,Dr,Electricity  /  Water  &  Utility  Charges,Payment,727.0,0.0,7845.0
2017-10-17,Cr,KnowledgeWorks  IT  Consulting  Pvt.  Ltd,Receipt,93.0,43200.0,0.0
2017-10-17,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,94.0,41806.0,0.0
2017-10-17,Dr,General  Drawings,Payment,728.0,0.0,46000.0
2017-10-17,Dr,Samruddhi  Facility  Management  &  Services,Payment,729.0,0.0,33132.0
2017-10-17,Dr,Credit  Card  Payout,Payment,730.0,0.0,40000.0
2017-10-19,Dr,Electricity  /  Water  &  Utility  Charges,Payment,731.0,0.0,993.0
2017-10-19,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,732.0,0.0,59243.0
2017-10-19,Dr,Electronic  Cash  Ledger,Payment,733.0,0.0,500000.0
2017-10-19,Dr,Employee  Contribution  to  ESI,Payment,734.0,0.0,39923.0
2017-10-20,Dr,TDS  on  Salary  (192),Payment,735.0,0.0,85000.0
2017-10-21,Dr,Travelling  Expenses,Payment,736.0,0.0,66957.73
2017-10-23,Dr,Telephone  and  Internet  Expenses,Payment,737.0,0.0,1116.0
2017-10-25,Cr,KPI  Partners  India  Private.Limited.,Receipt,95.0,52084.0,0.0
2017-10-25,Cr,Collabera  Technologies  Private  Limited,Receipt,96.0,273187.0,0.0
2017-10-26,Dr,Travelling  Expenses,Payment,738.0,0.0,17171.0
2017-10-26,Dr,Travelling  Expenses,Payment,739.0,0.0,22766.0
2017-10-26,Dr,Telephone  and  Internet  Expenses,Payment,740.0,0.0,3207.0
2017-10-27,Dr,General  Drawings,Payment,741.0,0.0,20000.0
2017-10-27,Dr,Office  Expenses,Payment,742.0,0.0,10000.0
2017-10-27,Dr,Bank  Charges,Payment,743.0,0.0,2895.0
2017-10-31,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,97.0,67935.24,0.0
2017-10-31,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,98.0,107640.36,0.0
2017-10-31,Dr,Info  Edge  (India)  Ltd,Payment,744.0,0.0,8500.0
2017-11-01,Dr,Unsecured  Kotak  Loan,Payment,745.0,0.0,75613.0
2017-11-02,Cr,D  Cube  Analytics  Private  Limited  -  Karnataka,Receipt,99.0,54000.0,0.0
2017-11-02,Dr,Salary  to  Employees,Payment,746.0,0.0,26865.0
2017-11-03,Cr,Data  Semantics  Private  Limited,Receipt,100.0,200000.0,0.0
2017-11-03,Dr,Salary  Payable,Payment,747.0,0.0,1825162.0
2017-11-07,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,101.0,151200.0,0.0
2017-11-07,Dr,Telephone  and  Internet  Expenses,Payment,748.0,0.0,15000.0
2017-11-07,Dr,Travelling  Expenses,Payment,749.0,0.0,2900.0
2017-11-08,Cr,Collabera  Technologies  Private  Limited,Receipt,102.0,373826.0,0.0
2017-11-08,Dr,TDS  on  Salary  (192),Payment,750.0,0.0,62356.0
2017-11-09,Cr,RPS  Consulting  Private  Limited,Receipt,103.0,32400.0,0.0
